NumSamples,ExecutionTime
10000,.012906752
10240000,5.473144207
1280000,.684990536
160000,.091008733
163840000,88.330190668
20000,.013303529
20480000,10.901421011
2560000,1.341805415
320000,.180814157
327680000,174.146484994
40000,.025881380
40960000,21.995950928
5120000,2.721601615
640000,.336017300
655360000,354.581861571
80000,.046322338
81920000,44.225258477
