NumSamples,ExecutionTime
10000,.012178479
10240000,1.632371043
1280000,.219865768
160000,.028950991
163840000,26.208359397
20000,.013508310
20480000,3.269732054
2560000,.415313262
320000,.053782856
327680000,52.107360341
40000,.009504392
40960000,6.476686478
5120000,.840661603
640000,.104968161
655360000,101.944448293
80000,.015972207
81920000,12.751533651
