Image,Width,Height,Sigma,Tmin,Tmax,Host_Time_us,Device_Time_us,Speedup
peppers_gray.pgm,512,512,0.5,30,120,31.433632,1.426048,22.04
peppers_gray.pgm,512,512,0.5,50,80,30.900703,1.442560,21.42
peppers_gray.pgm,512,512,0.5,50,100,30.244576,1.428832,21.16
peppers_gray.pgm,512,512,0.5,50,120,30.967585,1.450912,21.34
peppers_gray.pgm,512,512,0.5,70,80,29.694016,1.430016,20.76
peppers_gray.pgm,512,512,0.5,70,100,29.617311,1.415872,20.91
peppers_gray.pgm,512,512,0.5,70,120,29.619776,1.436448,20.62
peppers_gray.pgm,512,512,1.0,30,80,29.737345,1.441376,20.63
peppers_gray.pgm,512,512,1.0,30,100,37.468960,1.441600,25.99
peppers_gray.pgm,512,512,1.0,30,120,29.631777,1.442112,20.54
peppers_gray.pgm,512,512,1.0,50,80,30.880417,1.447648,21.33
peppers_gray.pgm,512,512,1.0,50,100,29.757952,1.431232,20.79
peppers_gray.pgm,512,512,1.0,50,120,30.121281,1.434240,21.00
peppers_gray.pgm,512,512,1.0,70,80,30.163391,1.439936,20.94
peppers_gray.pgm,512,512,1.0,70,100,29.838240,1.407296,21.20
peppers_gray.pgm,512,512,1.0,70,120,37.443810,1.458528,25.67
peppers_gray.pgm,512,512,1.5,30,80,37.431679,1.460096,25.63
peppers_gray.pgm,512,512,1.5,30,100,33.232960,1.434912,23.16
peppers_gray.pgm,512,512,1.5,30,120,31.233728,1.426848,21.89
peppers_gray.pgm,512,512,1.5,50,80,37.083424,1.529568,24.24
peppers_gray.pgm,512,512,1.5,50,100,36.234177,1.441792,25.13
peppers_gray.pgm,512,512,1.5,50,120,31.095297,1.446720,21.49
peppers_gray.pgm,512,512,1.5,70,80,29.829151,1.443456,20.66
peppers_gray.pgm,512,512,1.5,70,100,31.053728,1.460064,21.26
peppers_gray.pgm,512,512,1.5,70,120,29.766624,1.429568,20.82
peppers_gray.pgm,512,512,2.0,30,80,37.073856,1.469312,25.23
peppers_gray.pgm,512,512,2.0,30,100,36.471870,1.449280,25.16
peppers_gray.pgm,512,512,2.0,30,120,31.105921,1.450368,21.44
peppers_gray.pgm,512,512,2.0,50,80,29.743488,1.434144,20.73
peppers_gray.pgm,512,512,2.0,50,100,30.988129,1.437472,21.55
peppers_gray.pgm,512,512,2.0,50,120,35.910946,1.437312,24.98
peppers_gray.pgm,512,512,2.0,70,80,30.836672,1.430144,21.56
peppers_gray.pgm,512,512,2.0,70,100,35.154625,1.436704,24.46
peppers_gray.pgm,512,512,2.0,70,120,30.968351,1.456896,21.25
peppers_gray.pgm,512,512,2.5,30,80,36.459808,1.553984,23.46
peppers_gray.pgm,512,512,2.5,30,100,30.866625,1.454432,21.22
peppers_gray.pgm,512,512,2.5,30,120,30.998495,1.446208,21.43
peppers_gray.pgm,512,512,2.5,50,80,31.148767,1.437888,21.66
peppers_gray.pgm,512,512,2.5,50,100,31.088512,1.439648,21.59
peppers_gray.pgm,512,512,2.5,50,120,29.621984,1.434688,20.64
peppers_gray.pgm,512,512,2.5,70,80,30.034176,1.443584,20.80
peppers_gray.pgm,512,512,2.5,70,100,31.285025,1.430496,21.87
peppers_gray.pgm,512,512,2.5,70,120,31.132256,1.464480,21.25
pirate.pgm,512,512,0.5,30,80,29.735617,1.440224,20.64
pirate.pgm,512,512,0.5,30,100,30.162880,1.445088,20.87
pirate.pgm,512,512,0.5,30,120,29.650784,1.452992,20.40
pirate.pgm,512,512,0.5,50,80,31.098047,1.438976,21.61
pirate.pgm,512,512,0.5,50,100,35.095490,1.571296,22.33
pirate.pgm,512,512,0.5,50,120,31.148161,1.453984,21.42
pirate.pgm,512,512,0.5,70,80,31.093056,1.426272,21.80
pirate.pgm,512,512,0.5,70,100,30.174273,1.443936,20.89
pirate.pgm,512,512,0.5,70,120,30.981344,1.442400,21.47
pirate.pgm,512,512,1.0,30,80,31.010977,1.464064,21.18
pirate.pgm,512,512,1.0,30,100,31.216640,1.421760,21.95
pirate.pgm,512,512,1.0,30,120,31.193504,1.420800,21.95
pirate.pgm,512,512,1.0,50,80,30.466976,1.513440,20.13
pirate.pgm,512,512,1.0,50,100,29.653984,1.429792,20.74
pirate.pgm,512,512,1.0,50,120,31.096800,1.462304,21.26
pirate.pgm,512,512,1.0,70,80,31.200319,1.443200,21.61
pirate.pgm,512,512,1.0,70,100,31.566689,1.473184,21.42
pirate.pgm,512,512,1.0,70,120,29.742241,1.421600,20.92
pirate.pgm,512,512,1.5,30,80,30.969536,1.452992,21.31
pirate.pgm,512,512,1.5,30,100,29.970495,1.448608,20.68
pirate.pgm,512,512,1.5,30,120,30.183584,1.455872,20.73
pirate.pgm,512,512,1.5,50,80,36.610306,1.466464,24.96
pirate.pgm,512,512,1.5,50,100,29.740480,1.426688,20.84
pirate.pgm,512,512,1.5,50,120,31.223265,1.462560,21.34
pirate.pgm,512,512,1.5,70,80,30.181055,1.435616,21.02
pirate.pgm,512,512,1.5,70,100,30.944832,1.458944,21.21
pirate.pgm,512,512,1.5,70,120,29.991968,1.438624,20.84
pirate.pgm,512,512,2.0,30,80,31.243263,1.453696,21.49
pirate.pgm,512,512,2.0,30,100,30.040768,1.456736,20.62
pirate.pgm,512,512,2.0,30,120,30.886688,1.461280,21.13
pirate.pgm,512,512,2.0,50,80,30.204672,1.443552,20.92
pirate.pgm,512,512,2.0,50,100,30.059008,1.410912,21.30
pirate.pgm,512,512,2.0,50,120,29.781824,1.424992,20.89
pirate.pgm,512,512,2.0,70,80,38.546463,1.474464,26.14
pirate.pgm,512,512,2.0,70,100,29.631872,1.432512,20.68
pirate.pgm,512,512,2.0,70,120,37.227745,1.441440,25.82
pirate.pgm,512,512,2.5,30,80,31.003904,1.448192,21.40
pirate.pgm,512,512,2.5,30,100,31.130304,1.435808,21.68
pirate.pgm,512,512,2.5,30,120,31.683136,1.486080,21.31
pirate.pgm,512,512,2.5,50,80,30.074944,1.449280,20.75
pirate.pgm,512,512,2.5,50,100,29.936417,1.451680,20.62
pirate.pgm,512,512,2.5,50,120,31.046881,1.445216,21.48
pirate.pgm,512,512,2.5,70,80,30.924095,1.445216,21.39
pirate.pgm,512,512,2.5,70,100,30.920065,1.420448,21.76
pirate.pgm,512,512,2.5,70,120,31.023745,1.448096,21.42
walkbridge.pgm,512,512,0.5,30,80,29.685087,1.429504,20.76
walkbridge.pgm,512,512,0.5,30,100,38.698914,1.474592,26.24
walkbridge.pgm,512,512,0.5,30,120,29.827936,1.425696,20.92
walkbridge.pgm,512,512,0.5,50,80,29.977024,1.422976,21.06
walkbridge.pgm,512,512,0.5,50,100,30.318945,1.407264,21.54
walkbridge.pgm,512,512,0.5,50,120,31.150784,1.438464,21.65
walkbridge.pgm,512,512,0.5,70,80,29.678495,1.449152,20.47
walkbridge.pgm,512,512,0.5,70,100,29.992416,1.464832,20.47
walkbridge.pgm,512,512,0.5,70,120,31.135967,1.464416,21.26
walkbridge.pgm,512,512,1.0,30,80,30.100479,1.444864,20.83
walkbridge.pgm,512,512,1.0,30,100,29.677984,1.452192,20.43
walkbridge.pgm,512,512,1.0,30,120,31.291649,1.432960,21.83
walkbridge.pgm,512,512,1.0,50,80,31.565281,1.500704,21.03
walkbridge.pgm,512,512,1.0,50,100,36.802113,1.440864,25.54
walkbridge.pgm,512,512,1.0,50,120,30.968864,1.436352,21.56
walkbridge.pgm,512,512,1.0,70,80,31.081600,1.420352,21.88
walkbridge.pgm,512,512,1.0,70,100,31.041857,1.472928,21.07
walkbridge.pgm,512,512,1.0,70,120,29.846975,1.425056,20.94
walkbridge.pgm,512,512,1.5,30,80,36.647743,1.427456,25.67
walkbridge.pgm,512,512,1.5,30,100,29.868799,1.448128,20.62
walkbridge.pgm,512,512,1.5,30,120,29.827135,1.444256,20.65
walkbridge.pgm,512,512,1.5,50,80,36.537121,1.420928,25.71
walkbridge.pgm,512,512,1.5,50,100,31.020096,1.458080,21.27
walkbridge.pgm,512,512,1.5,50,120,30.783487,1.460608,21.07
walkbridge.pgm,512,512,1.5,70,80,29.876032,1.418464,21.06
walkbridge.pgm,512,512,1.5,70,100,30.722080,1.445376,21.25
walkbridge.pgm,512,512,1.5,70,120,30.819103,1.455392,21.17
